recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765113,sala01,0,1790175765113,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767113,sala01,1,1790175767113,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769113,sala01,2,1790175769113,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771113,sala01,3,1790175771113,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773113,sala01,4,1790175773113,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775113,sala01,5,1790175775113,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175777113,sala01,6,1790175777113,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175779113,sala01,7,1790175779113,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175781113,sala01,8,1790175781113,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175783113,sala01,9,1790175783113,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175785113,sala01,10,1790175785113,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175785213,sala01,11,1790175785213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175787213,sala01,12,1790175787213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175789213,sala01,13,1790175789213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175791213,sala01,14,1790175791213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175793213,sala01,15,1790175793213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175795213,sala01,16,1790175795213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175797213,sala01,17,1790175797213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175799213,sala01,18,1790175799213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175801213,sala01,19,1790175801213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175803213,sala01,20,1790175803213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175805213,sala01,21,1790175805213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175807213,sala01,22,1790175807213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175809213,sala01,23,1790175809213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175811213,sala01,24,1790175811213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175813213,sala01,25,1790175813213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175815213,sala01,26,1790175815213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175817213,sala01,27,1790175817213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175819213,sala01,28,1790175819213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175821213,sala01,29,1790175821213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175823213,sala01,30,1790175823213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175825213,sala01,31,1790175825213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175827213,sala01,32,1790175827213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175829213,sala01,33,1790175829213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175831213,sala01,34,1790175831213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175833213,sala01,35,1790175833213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175835213,sala01,36,1790175835213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175837213,sala01,37,1790175837213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175839213,sala01,38,1790175839213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175841213,sala01,39,1790175841213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175843213,sala01,40,1790175843213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175845213,sala01,41,1790175845213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175847213,sala01,42,1790175847213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175849213,sala01,43,1790175849213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175851213,sala01,44,1790175851213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175853213,sala01,45,1790175853213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175855213,sala01,46,1790175855213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175857213,sala01,47,1790175857213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175859213,sala01,48,1790175859213,0,0,DESOCUPADO,1,28,55,120,0,0
1790175861213,sala01,49,1790175861213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175863213,sala01,50,1790175863213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175865213,sala01,51,1790175865213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175867213,sala01,52,1790175867213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175869213,sala01,53,1790175869213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175871213,sala01,54,1790175871213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175873213,sala01,55,1790175873213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175875213,sala01,56,1790175875213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175877213,sala01,57,1790175877213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175879213,sala01,58,1790175879213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175881213,sala01,59,1790175881213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175883213,sala01,60,1790175883213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175885213,sala01,61,1790175885213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175887213,sala01,62,1790175887213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175889213,sala01,63,1790175889213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175891213,sala01,64,1790175891213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175893213,sala01,65,1790175893213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175895213,sala01,66,1790175895213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175897213,sala01,67,1790175897213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175899213,sala01,68,1790175899213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175901213,sala01,69,1790175901213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175903213,sala01,70,1790175903213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175905213,sala01,71,1790175905213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175907213,sala01,72,1790175907213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175909213,sala01,73,1790175909213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175911213,sala01,74,1790175911213,0,0,DESOCUPADO,0,28,55,120,0,0
1790175913213,sala01,75,1790175913213,0,0,DESOCUPADO,0,28,55,120,0,0
