recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765107,sala01,0,1790175765107,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767107,sala01,1,1790175767107,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769107,sala01,2,1790175769107,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771107,sala01,3,1790175771107,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773107,sala01,4,1790175773107,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775107,sala01,5,1790175775107,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175777107,sala01,6,1790175777107,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175779107,sala01,7,1790175779107,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175781107,sala01,8,1790175781107,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175783107,sala01,9,1790175783107,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175785107,sala01,10,1790175785107,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175785207,sala01,11,1790175785207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175787207,sala01,12,1790175787207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175789207,sala01,13,1790175789207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175791207,sala01,14,1790175791207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175793207,sala01,15,1790175793207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175795207,sala01,16,1790175795207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175797207,sala01,17,1790175797207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175799207,sala01,18,1790175799207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175801207,sala01,19,1790175801207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175803207,sala01,20,1790175803207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175805207,sala01,21,1790175805207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175807207,sala01,22,1790175807207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175809207,sala01,23,1790175809207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175811207,sala01,24,1790175811207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175813207,sala01,25,1790175813207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175815207,sala01,26,1790175815207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175817207,sala01,27,1790175817207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175819207,sala01,28,1790175819207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175821207,sala01,29,1790175821207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175823207,sala01,30,1790175823207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175825207,sala01,31,1790175825207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175827207,sala01,32,1790175827207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175829207,sala01,33,1790175829207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175831207,sala01,34,1790175831207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175833207,sala01,35,1790175833207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175835207,sala01,36,1790175835207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175837207,sala01,37,1790175837207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175839207,sala01,38,1790175839207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175841207,sala01,39,1790175841207,0,0,DESOCUPADO,0,28,55,120,0,0
1790175843207,sala01,40,1790175843207,0,0,DESOCUPADO,0,28,55,120,0,0
