recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765108,sala01,0,1790175765108,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767108,sala01,1,1790175767108,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769108,sala01,2,1790175769108,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771108,sala01,3,1790175771108,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773108,sala01,4,1790175773108,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775108,sala01,5,1790175775108,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175777108,sala01,6,1790175777108,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175779108,sala01,7,1790175779108,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175781108,sala01,8,1790175781108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175783108,sala01,9,1790175783108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175785108,sala01,10,1790175785108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175787108,sala01,11,1790175787108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175789108,sala01,12,1790175789108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175791108,sala01,13,1790175791108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175793108,sala01,14,1790175793108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175795108,sala01,15,1790175795108,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175795208,sala01,16,1790175795208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175797208,sala01,17,1790175797208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175799208,sala01,18,1790175799208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175801208,sala01,19,1790175801208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175803208,sala01,20,1790175803208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175805208,sala01,21,1790175805208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175807208,sala01,22,1790175807208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175809208,sala01,23,1790175809208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175811208,sala01,24,1790175811208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175813208,sala01,25,1790175813208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175815208,sala01,26,1790175815208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175817208,sala01,27,1790175817208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175819208,sala01,28,1790175819208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175821208,sala01,29,1790175821208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175823208,sala01,30,1790175823208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175825208,sala01,31,1790175825208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175827208,sala01,32,1790175827208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175829208,sala01,33,1790175829208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175831208,sala01,34,1790175831208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175833208,sala01,35,1790175833208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175835208,sala01,36,1790175835208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175837208,sala01,37,1790175837208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175839208,sala01,38,1790175839208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175841208,sala01,39,1790175841208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175843208,sala01,40,1790175843208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175845208,sala01,41,1790175845208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175847208,sala01,42,1790175847208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175849208,sala01,43,1790175849208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175851208,sala01,44,1790175851208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175853208,sala01,45,1790175853208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175855208,sala01,46,1790175855208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175857208,sala01,47,1790175857208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175859208,sala01,48,1790175859208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175861208,sala01,49,1790175861208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175863208,sala01,50,1790175863208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175865208,sala01,51,1790175865208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175867208,sala01,52,1790175867208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175869208,sala01,53,1790175869208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175871208,sala01,54,1790175871208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175873208,sala01,55,1790175873208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175875208,sala01,56,1790175875208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175877208,sala01,57,1790175877208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175879208,sala01,58,1790175879208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175881208,sala01,59,1790175881208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175883208,sala01,60,1790175883208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175885208,sala01,61,1790175885208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175887208,sala01,62,1790175887208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175889208,sala01,63,1790175889208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175891208,sala01,64,1790175891208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175893208,sala01,65,1790175893208,0,0,DESOCUPADO,0,28,55,120,0,0
1790175895208,sala01,66,1790175895208,0,0,DESOCUPADO,0,28,55,120,0,0
