recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765110,sala01,0,1790175765110,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767110,sala01,1,1790175767110,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769110,sala01,2,1790175769110,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771110,sala01,3,1790175771110,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773110,sala01,4,1790175773110,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775110,sala01,5,1790175775110,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175777110,sala01,6,1790175777110,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175779110,sala01,7,1790175779110,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175781110,sala01,8,1790175781110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175783110,sala01,9,1790175783110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175785110,sala01,10,1790175785110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175787110,sala01,11,1790175787110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175789110,sala01,12,1790175789110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175791110,sala01,13,1790175791110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175793110,sala01,14,1790175793110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175795110,sala01,15,1790175795110,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175795210,sala01,16,1790175795210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175797210,sala01,17,1790175797210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175799210,sala01,18,1790175799210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175801210,sala01,19,1790175801210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175803210,sala01,20,1790175803210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175805210,sala01,21,1790175805210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175807210,sala01,22,1790175807210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175809210,sala01,23,1790175809210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175811210,sala01,24,1790175811210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175813210,sala01,25,1790175813210,0,0,DESOCUPADO,0,28,55,120,0,0
1790175815210,sala01,26,1790175815210,0,0,DESOCUPADO,0,28,55,120,0,0
