recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765109,sala01,0,1790175765109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767109,sala01,1,1790175767109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769109,sala01,2,1790175769109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771109,sala01,3,1790175771109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773109,sala01,4,1790175773109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775109,sala01,5,1790175775109,0,0,OCUPADO,1,28,55,120,1,1
1790175777109,sala01,6,1790175777109,0,0,OCUPADO,1,28,55,120,1,1
1790175779109,sala01,7,1790175779109,0,0,OCUPADO,1,28,55,120,1,1
1790175781109,sala01,8,1790175781109,0,0,OCUPADO,0,28,55,120,1,1
1790175783109,sala01,9,1790175783109,0,0,OCUPADO,0,28,55,120,1,1
1790175785109,sala01,10,1790175785109,0,0,OCUPADO,0,28,55,120,1,1
1790175787109,sala01,11,1790175787109,0,0,OCUPADO,0,28,55,120,1,1
1790175789109,sala01,12,1790175789109,0,0,OCUPADO,0,28,55,120,1,1
1790175791109,sala01,13,1790175791109,0,0,OCUPADO,0,28,55,120,1,1
1790175793109,sala01,14,1790175793109,0,0,OCUPADO,0,28,55,120,1,1
1790175795109,sala01,15,1790175795109,0,0,OCUPADO,0,28,55,120,1,1
1790175797109,sala01,16,1790175797109,0,0,OCUPADO,0,28,55,120,1,1
1790175799109,sala01,17,1790175799109,0,0,OCUPADO,0,28,55,120,1,1
1790175801109,sala01,18,1790175801109,0,0,OCUPADO,0,28,55,120,1,1
1790175803109,sala01,19,1790175803109,0,0,OCUPADO,0,28,55,120,1,1
1790175805109,sala01,20,1790175805109,0,0,OCUPADO,0,28,55,120,1,1
1790175807109,sala01,21,1790175807109,0,0,OCUPADO,0,28,55,120,1,1
1790175809109,sala01,22,1790175809109,0,0,OCUPADO,0,28,55,120,1,1
1790175810109,sala01,23,1790175810109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175812109,sala01,24,1790175812109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175814109,sala01,25,1790175814109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175816109,sala01,26,1790175816109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175818109,sala01,27,1790175818109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175820109,sala01,28,1790175820109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175822109,sala01,29,1790175822109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175824109,sala01,30,1790175824109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175826109,sala01,31,1790175826109,0,0,DESOCUPADO,0,28,55,120,0,0
