recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765114,sala01,0,1790175765114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767114,sala01,1,1790175767114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769114,sala01,2,1790175769114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771114,sala01,3,1790175771114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773114,sala01,4,1790175773114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775114,sala01,5,1790175775114,0,0,OCUPADO,1,28,55,120,1,1
1790175777114,sala01,6,1790175777114,0,0,OCUPADO,1,28,55,120,1,1
1790175779114,sala01,7,1790175779114,0,0,OCUPADO,1,28,55,120,1,1
1790175781114,sala01,8,1790175781114,0,0,OCUPADO,0,28,55,120,1,1
1790175783114,sala01,9,1790175783114,0,0,OCUPADO,1,28,55,120,1,1
1790175785114,sala01,10,1790175785114,0,0,OCUPADO,1,28,55,120,1,1
1790175787114,sala01,11,1790175787114,0,0,OCUPADO,1,28,55,120,1,1
1790175789114,sala01,12,1790175789114,0,0,OCUPADO,0,28,55,120,1,1
1790175791114,sala01,13,1790175791114,0,0,OCUPADO,1,28,55,120,1,1
1790175793114,sala01,14,1790175793114,0,0,OCUPADO,1,28,55,120,1,1
1790175795114,sala01,15,1790175795114,0,0,OCUPADO,1,28,55,120,1,1
1790175797114,sala01,16,1790175797114,0,0,OCUPADO,0,28,55,120,1,1
1790175799114,sala01,17,1790175799114,0,0,OCUPADO,1,28,55,120,1,1
1790175801114,sala01,18,1790175801114,0,0,OCUPADO,1,28,55,120,1,1
1790175803114,sala01,19,1790175803114,0,0,OCUPADO,1,28,55,120,1,1
1790175805114,sala01,20,1790175805114,0,0,OCUPADO,0,28,55,120,1,1
1790175807114,sala01,21,1790175807114,0,0,OCUPADO,1,28,55,120,1,1
1790175809114,sala01,22,1790175809114,0,0,OCUPADO,1,28,55,120,1,1
1790175811114,sala01,23,1790175811114,0,0,OCUPADO,1,28,55,120,1,1
1790175813114,sala01,24,1790175813114,0,0,OCUPADO,0,28,55,120,1,1
1790175815114,sala01,25,1790175815114,0,0,OCUPADO,1,28,55,120,1,1
1790175817114,sala01,26,1790175817114,0,0,OCUPADO,1,28,55,120,1,1
1790175819114,sala01,27,1790175819114,0,0,OCUPADO,1,28,55,120,1,1
1790175821114,sala01,28,1790175821114,0,0,OCUPADO,0,28,55,120,1,1
1790175823114,sala01,29,1790175823114,0,0,OCUPADO,1,28,55,120,1,1
1790175825114,sala01,30,1790175825114,0,0,OCUPADO,1,28,55,120,1,1
1790175827114,sala01,31,1790175827114,0,0,OCUPADO,1,28,55,120,1,1
1790175829114,sala01,32,1790175829114,0,0,OCUPADO,0,28,55,120,1,1
1790175831114,sala01,33,1790175831114,0,0,OCUPADO,1,28,55,120,1,1
1790175833114,sala01,34,1790175833114,0,0,OCUPADO,1,28,55,120,1,1
1790175835114,sala01,35,1790175835114,0,0,OCUPADO,1,28,55,120,1,1
1790175837114,sala01,36,1790175837114,0,0,OCUPADO,0,28,55,120,1,1
1790175839114,sala01,37,1790175839114,0,0,OCUPADO,1,28,55,120,1,1
1790175841114,sala01,38,1790175841114,0,0,OCUPADO,1,28,55,120,1,1
1790175843114,sala01,39,1790175843114,0,0,OCUPADO,1,28,55,120,1,1
1790175845114,sala01,40,1790175845114,0,0,OCUPADO,0,28,55,120,1,1
1790175847114,sala01,41,1790175847114,0,0,OCUPADO,1,28,55,120,1,1
1790175849114,sala01,42,1790175849114,0,0,OCUPADO,1,28,55,120,1,1
1790175851114,sala01,43,1790175851114,0,0,OCUPADO,1,28,55,120,1,1
1790175853114,sala01,44,1790175853114,0,0,OCUPADO,0,28,55,120,1,1
1790175855114,sala01,45,1790175855114,0,0,OCUPADO,1,28,55,120,1,1
1790175857114,sala01,46,1790175857114,0,0,OCUPADO,1,28,55,120,1,1
1790175859114,sala01,47,1790175859114,0,0,OCUPADO,1,28,55,120,1,1
1790175861114,sala01,48,1790175861114,0,0,OCUPADO,0,28,55,120,1,1
1790175863114,sala01,49,1790175863114,0,0,OCUPADO,0,28,55,120,1,1
1790175865114,sala01,50,1790175865114,0,0,OCUPADO,0,28,55,120,1,1
1790175867114,sala01,51,1790175867114,0,0,OCUPADO,0,28,55,120,1,1
1790175869114,sala01,52,1790175869114,0,0,OCUPADO,0,28,55,120,1,1
1790175871114,sala01,53,1790175871114,0,0,OCUPADO,0,28,55,120,1,1
1790175873114,sala01,54,1790175873114,0,0,OCUPADO,0,28,55,120,1,1
1790175875114,sala01,55,1790175875114,0,0,OCUPADO,0,28,55,120,1,1
1790175877114,sala01,56,1790175877114,0,0,OCUPADO,0,28,55,120,1,1
1790175879114,sala01,57,1790175879114,0,0,OCUPADO,0,28,55,120,1,1
1790175881114,sala01,58,1790175881114,0,0,OCUPADO,0,28,55,120,1,1
1790175883114,sala01,59,1790175883114,0,0,OCUPADO,0,28,55,120,1,1
1790175885114,sala01,60,1790175885114,0,0,OCUPADO,0,28,55,120,1,1
1790175887114,sala01,61,1790175887114,0,0,OCUPADO,0,28,55,120,1,1
1790175889114,sala01,62,1790175889114,0,0,OCUPADO,0,28,55,120,1,1
1790175890114,sala01,63,1790175890114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175892114,sala01,64,1790175892114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175894114,sala01,65,1790175894114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175896114,sala01,66,1790175896114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175898114,sala01,67,1790175898114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175900114,sala01,68,1790175900114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175902114,sala01,69,1790175902114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175904114,sala01,70,1790175904114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175906114,sala01,71,1790175906114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175908114,sala01,72,1790175908114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175910114,sala01,73,1790175910114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175912114,sala01,74,1790175912114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175914114,sala01,75,1790175914114,0,0,DESOCUPADO,0,28,55,120,0,0
