recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765111,sala01,0,1790175765111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767111,sala01,1,1790175767111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769111,sala01,2,1790175769111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771111,sala01,3,1790175771111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773111,sala01,4,1790175773111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775111,sala01,5,1790175775111,0,0,OCUPADO,1,28,55,120,1,1
1790175777111,sala01,6,1790175777111,0,0,OCUPADO,1,28,55,120,1,1
1790175779111,sala01,7,1790175779111,0,0,OCUPADO,1,28,55,120,1,1
1790175781111,sala01,8,1790175781111,0,0,OCUPADO,1,28,55,120,1,1
1790175783111,sala01,9,1790175783111,0,0,OCUPADO,1,28,55,120,1,1
1790175785111,sala01,10,1790175785111,0,0,OCUPADO,1,28,55,120,1,1
1790175787111,sala01,11,1790175787111,0,0,OCUPADO,1,28,55,120,1,1
1790175789111,sala01,12,1790175789111,0,0,OCUPADO,1,28,55,120,1,1
1790175791111,sala01,13,1790175791111,0,0,OCUPADO,1,28,55,120,1,1
1790175793111,sala01,14,1790175793111,0,0,OCUPADO,1,28,55,120,1,1
1790175795111,sala01,15,1790175795111,0,0,OCUPADO,1,28,55,120,1,1
1790175797111,sala01,16,1790175797111,0,0,OCUPADO,1,28,55,120,1,1
1790175799111,sala01,17,1790175799111,0,0,OCUPADO,1,28,55,120,1,1
1790175801111,sala01,18,1790175801111,0,0,OCUPADO,1,28,55,120,1,1
1790175803111,sala01,19,1790175803111,0,0,OCUPADO,1,28,55,120,1,1
1790175805111,sala01,20,1790175805111,0,0,OCUPADO,1,28,55,120,1,1
1790175807111,sala01,21,1790175807111,0,0,OCUPADO,1,28,55,120,1,1
1790175809111,sala01,22,1790175809111,0,0,OCUPADO,1,28,55,120,1,1
1790175811111,sala01,23,1790175811111,0,0,OCUPADO,1,28,55,120,1,1
1790175813111,sala01,24,1790175813111,0,0,OCUPADO,1,28,55,120,1,1
1790175815111,sala01,25,1790175815111,0,0,OCUPADO,1,28,55,120,1,1
1790175817111,sala01,26,1790175817111,0,0,OCUPADO,1,28,55,120,1,1
1790175819111,sala01,27,1790175819111,0,0,OCUPADO,1,28,55,120,1,1
1790175821111,sala01,28,1790175821111,0,0,OCUPADO,1,28,55,120,1,1
1790175823111,sala01,29,1790175823111,0,0,OCUPADO,1,28,55,120,1,1
1790175825111,sala01,30,1790175825111,0,0,OCUPADO,1,28,55,120,1,1
1790175827111,sala01,31,1790175827111,0,0,OCUPADO,1,28,55,120,1,1
1790175829111,sala01,32,1790175829111,0,0,OCUPADO,1,28,55,120,1,1
1790175831111,sala01,33,1790175831111,0,0,OCUPADO,1,28,55,120,1,1
1790175833111,sala01,34,1790175833111,0,0,OCUPADO,1,28,55,120,1,1
1790175835111,sala01,35,1790175835111,0,0,OCUPADO,1,28,55,120,1,1
1790175837111,sala01,36,1790175837111,0,0,OCUPADO,1,28,55,120,1,1
1790175839111,sala01,37,1790175839111,0,0,OCUPADO,1,28,55,120,1,1
1790175841111,sala01,38,1790175841111,0,0,OCUPADO,1,28,55,120,1,1
1790175843111,sala01,39,1790175843111,0,0,OCUPADO,1,28,55,120,1,1
1790175845111,sala01,40,1790175845111,0,0,OCUPADO,1,28,55,120,1,1
1790175847111,sala01,41,1790175847111,0,0,OCUPADO,1,28,55,120,1,1
1790175849111,sala01,42,1790175849111,0,0,OCUPADO,1,28,55,120,1,1
1790175851111,sala01,43,1790175851111,0,0,OCUPADO,1,28,55,120,1,1
1790175853111,sala01,44,1790175853111,0,0,OCUPADO,1,28,55,120,1,1
1790175855111,sala01,45,1790175855111,0,0,OCUPADO,1,28,55,120,1,1
1790175857111,sala01,46,1790175857111,0,0,OCUPADO,1,28,55,120,1,1
1790175859111,sala01,47,1790175859111,0,0,OCUPADO,1,28,55,120,1,1
1790175861111,sala01,48,1790175861111,0,0,OCUPADO,0,28,55,120,1,1
1790175863111,sala01,49,1790175863111,0,0,OCUPADO,0,28,55,120,1,1
1790175865111,sala01,50,1790175865111,0,0,OCUPADO,0,28,55,120,1,1
1790175867111,sala01,51,1790175867111,0,0,OCUPADO,0,28,55,120,1,1
1790175869111,sala01,52,1790175869111,0,0,OCUPADO,0,28,55,120,1,1
1790175871111,sala01,53,1790175871111,0,0,OCUPADO,0,28,55,120,1,1
1790175873111,sala01,54,1790175873111,0,0,OCUPADO,0,28,55,120,1,1
1790175875111,sala01,55,1790175875111,0,0,OCUPADO,0,28,55,120,1,1
1790175877111,sala01,56,1790175877111,0,0,OCUPADO,0,28,55,120,1,1
1790175879111,sala01,57,1790175879111,0,0,OCUPADO,0,28,55,120,1,1
1790175881111,sala01,58,1790175881111,0,0,OCUPADO,0,28,55,120,1,1
1790175883111,sala01,59,1790175883111,0,0,OCUPADO,0,28,55,120,1,1
1790175885111,sala01,60,1790175885111,0,0,OCUPADO,0,28,55,120,1,1
1790175887111,sala01,61,1790175887111,0,0,OCUPADO,0,28,55,120,1,1
1790175889111,sala01,62,1790175889111,0,0,OCUPADO,0,28,55,120,1,1
1790175890111,sala01,63,1790175890111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175892111,sala01,64,1790175892111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175894111,sala01,65,1790175894111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175896111,sala01,66,1790175896111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175898111,sala01,67,1790175898111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175900111,sala01,68,1790175900111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175902111,sala01,69,1790175902111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175904111,sala01,70,1790175904111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175906111,sala01,71,1790175906111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175908111,sala01,72,1790175908111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175910111,sala01,73,1790175910111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175912111,sala01,74,1790175912111,0,0,DESOCUPADO,0,28,55,120,0,0
1790175914111,sala01,75,1790175914111,0,0,DESOCUPADO,0,28,55,120,0,0
