recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765114,sala01,0,1790175765114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767114,sala01,1,1790175767114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769114,sala01,2,1790175769114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771114,sala01,3,1790175771114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773114,sala01,4,1790175773114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775114,sala01,5,1790175775114,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175777114,sala01,6,1790175777114,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175779114,sala01,7,1790175779114,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175781114,sala01,8,1790175781114,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175782114,sala01,9,1790175782114,0,0,OCUPADO,1,28,55,120,1,1
1790175784114,sala01,10,1790175784114,0,0,OCUPADO,1,28,55,120,1,1
1790175786114,sala01,11,1790175786114,0,0,OCUPADO,1,28,55,120,1,1
1790175788114,sala01,12,1790175788114,0,0,OCUPADO,1,28,55,120,1,1
1790175790114,sala01,13,1790175790114,0,0,OCUPADO,1,28,55,120,1,1
1790175792114,sala01,14,1790175792114,0,0,OCUPADO,1,28,55,120,1,1
1790175794114,sala01,15,1790175794114,0,0,OCUPADO,1,28,55,120,1,1
1790175796114,sala01,16,1790175796114,0,0,OCUPADO,1,28,55,120,1,1
1790175798114,sala01,17,1790175798114,0,0,OCUPADO,1,28,55,120,1,1
1790175800114,sala01,18,1790175800114,0,0,OCUPADO,1,28,55,120,1,1
1790175802114,sala01,19,1790175802114,0,0,OCUPADO,1,28,55,120,1,1
1790175804114,sala01,20,1790175804114,0,0,OCUPADO,1,28,55,120,1,1
1790175806114,sala01,21,1790175806114,0,0,OCUPADO,1,28,55,120,1,1
1790175808114,sala01,22,1790175808114,0,0,OCUPADO,1,28,55,120,1,1
1790175810114,sala01,23,1790175810114,0,0,OCUPADO,1,28,55,120,1,1
1790175812114,sala01,24,1790175812114,0,0,OCUPADO,1,28,55,120,1,1
1790175814114,sala01,25,1790175814114,0,0,OCUPADO,1,28,55,120,1,1
1790175816114,sala01,26,1790175816114,0,0,OCUPADO,1,28,55,120,1,1
1790175818114,sala01,27,1790175818114,0,0,OCUPADO,1,28,55,120,1,1
1790175820114,sala01,28,1790175820114,0,0,OCUPADO,1,28,55,120,1,1
1790175822114,sala01,29,1790175822114,0,0,OCUPADO,1,28,55,120,1,1
1790175824114,sala01,30,1790175824114,0,0,OCUPADO,1,28,55,120,1,1
1790175826114,sala01,31,1790175826114,0,0,OCUPADO,1,28,55,120,1,1
1790175828114,sala01,32,1790175828114,0,0,OCUPADO,1,28,55,120,1,1
1790175830114,sala01,33,1790175830114,0,0,OCUPADO,1,28,55,120,1,1
1790175832114,sala01,34,1790175832114,0,0,OCUPADO,1,28,55,120,1,1
1790175834114,sala01,35,1790175834114,0,0,OCUPADO,1,28,55,120,1,1
1790175836114,sala01,36,1790175836114,0,0,OCUPADO,1,28,55,120,1,1
1790175838114,sala01,37,1790175838114,0,0,OCUPADO,1,28,55,120,1,1
1790175840114,sala01,38,1790175840114,0,0,OCUPADO,1,28,55,120,1,1
1790175842114,sala01,39,1790175842114,0,0,OCUPADO,1,28,55,120,1,1
1790175844114,sala01,40,1790175844114,0,0,OCUPADO,1,28,55,120,1,1
1790175846114,sala01,41,1790175846114,0,0,OCUPADO,1,28,55,120,1,1
1790175848114,sala01,42,1790175848114,0,0,OCUPADO,1,28,55,120,1,1
1790175850114,sala01,43,1790175850114,0,0,OCUPADO,1,28,55,120,1,1
1790175852114,sala01,44,1790175852114,0,0,OCUPADO,1,28,55,120,1,1
1790175854114,sala01,45,1790175854114,0,0,OCUPADO,1,28,55,120,1,1
1790175856114,sala01,46,1790175856114,0,0,OCUPADO,1,28,55,120,1,1
1790175858114,sala01,47,1790175858114,0,0,OCUPADO,1,28,55,120,1,1
1790175860114,sala01,48,1790175860114,0,0,OCUPADO,0,28,55,120,1,1
1790175862114,sala01,49,1790175862114,0,0,OCUPADO,0,28,55,120,1,1
1790175864114,sala01,50,1790175864114,0,0,OCUPADO,0,28,55,120,1,1
1790175866114,sala01,51,1790175866114,0,0,OCUPADO,0,28,55,120,1,1
1790175868114,sala01,52,1790175868114,0,0,OCUPADO,0,28,55,120,1,1
1790175870114,sala01,53,1790175870114,0,0,OCUPADO,0,28,55,120,1,1
1790175872114,sala01,54,1790175872114,0,0,OCUPADO,0,28,55,120,1,1
1790175874114,sala01,55,1790175874114,0,0,OCUPADO,0,28,55,120,1,1
1790175876114,sala01,56,1790175876114,0,0,OCUPADO,0,28,55,120,1,1
1790175878114,sala01,57,1790175878114,0,0,OCUPADO,0,28,55,120,1,1
1790175880114,sala01,58,1790175880114,0,0,OCUPADO,0,28,55,120,1,1
1790175882114,sala01,59,1790175882114,0,0,OCUPADO,0,28,55,120,1,1
1790175884114,sala01,60,1790175884114,0,0,OCUPADO,0,28,55,120,1,1
1790175886114,sala01,61,1790175886114,0,0,OCUPADO,0,28,55,120,1,1
1790175888114,sala01,62,1790175888114,0,0,OCUPADO,0,28,55,120,1,1
1790175890114,sala01,63,1790175890114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175892114,sala01,64,1790175892114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175894114,sala01,65,1790175894114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175896114,sala01,66,1790175896114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175898114,sala01,67,1790175898114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175900114,sala01,68,1790175900114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175902114,sala01,69,1790175902114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175904114,sala01,70,1790175904114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175906114,sala01,71,1790175906114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175908114,sala01,72,1790175908114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175910114,sala01,73,1790175910114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175912114,sala01,74,1790175912114,0,0,DESOCUPADO,0,28,55,120,0,0
1790175914114,sala01,75,1790175914114,0,0,DESOCUPADO,0,28,55,120,0,0
