recebidoEm,dispositivo,seq,ts,latenciaMs,perdidas,estado,pir,temperatura,umidade,lux,luz,hvac
1790175765109,sala01,0,1790175765109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175767109,sala01,1,1790175767109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175769109,sala01,2,1790175769109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175771109,sala01,3,1790175771109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175773109,sala01,4,1790175773109,0,0,DESOCUPADO,0,28,55,120,0,0
1790175775109,sala01,5,1790175775109,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175777109,sala01,6,1790175777109,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175779109,sala01,7,1790175779109,0,0,CONFIRMANDO,1,28,55,120,0,0
1790175781109,sala01,8,1790175781109,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175783109,sala01,9,1790175783109,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175785109,sala01,10,1790175785109,0,0,CONFIRMANDO,0,28,55,120,0,0
1790175785209,sala01,11,1790175785209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175787209,sala01,12,1790175787209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175789209,sala01,13,1790175789209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175791209,sala01,14,1790175791209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175793209,sala01,15,1790175793209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175795209,sala01,16,1790175795209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175797209,sala01,17,1790175797209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175799209,sala01,18,1790175799209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175801209,sala01,19,1790175801209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175803209,sala01,20,1790175803209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175805209,sala01,21,1790175805209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175807209,sala01,22,1790175807209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175809209,sala01,23,1790175809209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175811209,sala01,24,1790175811209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175813209,sala01,25,1790175813209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175815209,sala01,26,1790175815209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175817209,sala01,27,1790175817209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175819209,sala01,28,1790175819209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175821209,sala01,29,1790175821209,0,0,DESOCUPADO,0,28,55,120,0,0
1790175823209,sala01,30,1790175823209,0,0,DESOCUPADO,0,28,55,120,0,0
